Review,Liked,cleaned,vader_neg,vader_neu,vader_pos,vader_compound,vader_pred
Their frozen margaritas are WAY too sugary for my taste.,0,frozen margarita way sugary taste,0.0,1.0,0.0,0.0,0
These were so good we ordered them twice.,1,good ordered twice,0.0,0.652,0.348,0.5777,1
So in a nutshell: 1) The restaraunt smells like a combination of a dirty fish market and a sewer.,0,nutshell restaraunt smell like combination dirty fish market sewer,0.158,0.707,0.136,-0.1027,0
My girlfriend's veal was very bad.,0,girlfriend veal bad,0.431,0.569,0.0,-0.5849,0
"Unfortunately, it was not good.",0,unfortunately not good,0.616,0.384,0.0,-0.5867,0
I had a pretty satifying experience.,1,pretty satifying experience,0.0,0.484,0.516,0.4939,1
Join the club and get awesome offers via email.,1,join club get awesome offer via email,0.0,0.526,0.474,0.743,1
"Perfect for someone (me) who only likes beer ice cold, or in this case, even colder.",1,perfect someone like beer ice cold case even colder,0.0,0.683,0.317,0.7579,1
Bland and flavorless is a good way of describing the barely tepid meat.,0,bland flavorless good way describing barely tepid meat,0.0,0.791,0.209,0.4404,1
"The chains, which I'm no fan of, beat this place easily.",0,chain no fan beat place easily,0.148,0.537,0.315,0.3612,1
The nachos are a MUST HAVE!,1,nacho must,0.0,1.0,0.0,0.0,0
We will not be coming back.,0,not coming back,0.0,1.0,0.0,0.0,0
"I don't have very many words to say about this place, but it does everything pretty well.",1,not many word say place everything pretty well,0.0,0.668,0.332,0.7876,1
"The staff is super nice and very quick even with the crazy crowds of the downtown juries, lawyers, and court staff.",1,staff super nice quick even crazy crowd downtown jury lawyer court staff,0.089,0.664,0.247,0.6486,1
"Great atmosphere, friendly and fast service.",1,great atmosphere friendly fast service,0.0,0.354,0.646,0.8074,1
When I received my Pita it was huge it did have a lot of meat in it so thumbs up there.,1,received pita huge lot meat thumb,0.15,0.749,0.101,-0.2732,0
Once your food arrives it's meh.,0,food arrives meh,0.206,0.794,0.0,-0.0772,0
Paying $7.85 for a hot dog and fries that looks like it came out of a kid's meal at the Wienerschnitzel is not my idea of a good meal.,0,paying hot dog fry look like came kid meal wienerschnitzel not idea good meal,0.0,0.816,0.184,0.6597,1
The classic Maine Lobster Roll was fantastic.,1,classic maine lobster roll fantastic,0.0,0.625,0.375,0.5574,1
"My brother in law who works at the mall ate here same day, and guess what he was sick all night too.",0,brother law work mall ate day guess sick night,0.136,0.864,0.0,-0.5106,0
So good I am going to have to review this place twice - once hereas a tribute to the place and once as a tribute to an event held here last night.,1,good going review place twice hereas tribute place tribute event held last night,0.0,0.894,0.106,0.4927,1
"The chips and salsa were really good, the salsa was very fresh.",1,chip salsa really good salsa fresh,0.0,0.633,0.367,0.699,1
This place is great!!!!!!!!!!!!!!,1,place great,0.0,1.0,0.0,0.0,0
Mediocre food.,0,mediocre food,0.0,1.0,0.0,0.0,0
Once you get inside you'll be impressed with the place.,1,get inside impressed place,0.0,0.744,0.256,0.4767,1
I'm super pissd.,0,super pissd,0.0,0.339,0.661,0.5994,1
And service was super friendly.,1,service super friendly,0.0,0.297,0.703,0.7964,1
Why are these sad little vegetables so overcooked?,0,sad little vegetable overcooked,0.307,0.693,0.0,-0.4767,0
This place was such a nice surprise!,1,place nice surprise,0.0,0.435,0.565,0.636,1
They were golden-crispy and delicious.,1,golden crispy delicious,0.0,0.519,0.481,0.5719,1
"I had high hopes for this place since the burgers are cooked over a charcoal grill, but unfortunately the taste fell flat, way flat.",0,high hope place since burger cooked charcoal grill unfortunately taste fell flat way flat,0.124,0.8,0.076,-0.296,0
I could eat their bruschetta all day it is devine.,1,could eat bruschetta day devine,0.0,1.0,0.0,0.0,0
Not a single employee came out to see if we were OK or even needed a water refill once they finally served us our food.,0,not single employee came see ok even needed water refill finally served u food,0.0,0.882,0.118,0.4466,1
"Lastly, the mozzarella sticks, they were the best thing we ordered.",1,lastly mozzarella stick best thing ordered,0.0,0.704,0.296,0.6369,1
"The first time I ever came here I had an amazing experience, I still tell people how awesome the duck was.",1,first time ever came amazing experience still tell people awesome duck,0.0,0.669,0.331,0.836,1
The server was very negligent of our needs and made us feel very unwelcome... I would not suggest this place!,0,server negligent need made u feel unwelcome would not suggest place,0.0,1.0,0.0,0.0,0
The service was terrible though.,0,service terrible though,0.437,0.563,0.0,-0.4767,0
"This place is overpriced, not consistent with their boba, and it really is OVERPRICED!",0,place overpriced not consistent boba really overpriced,0.0,1.0,0.0,0.0,0
It was packed!!,0,packed,0.0,1.0,0.0,0.0,0
I love this place.,1,love place,0.0,0.323,0.677,0.6369,1
I can say that the desserts were yummy.,1,say dessert yummy,0.0,0.638,0.362,0.5267,1
The food was terrible.,0,food terrible,0.508,0.492,0.0,-0.4767,0
The seasonal fruit was fresh white peach puree.,1,seasonal fruit fresh white peach puree,0.0,0.753,0.247,0.3182,1
It kept getting worse and worse so now I'm officially done.,0,kept getting worse worse officially done,0.408,0.592,0.0,-0.7351,0
This place should honestly be blown up.,0,place honestly blown,0.0,0.667,0.333,0.4588,1
But I definitely would not eat here again.,0,definitely would not eat,0.0,0.628,0.372,0.5499,1
Do not waste your money here!,0,not waste money,0.0,0.656,0.344,0.3867,1
I love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes.,1,love put food nice plastic container opposed cramming little paper takeout box,0.0,0.72,0.28,0.7906,1
The crêpe was delicate and thin and moist.,1,crêpe delicate thin moist,0.0,0.854,0.146,0.0516,1
Awful service.,0,awful service,0.75,0.25,0.0,-0.4588,0
Won't ever go here again.,0,not ever go,0.0,1.0,0.0,0.0,0
Food quality has been horrible.,0,food quality horrible,0.467,0.533,0.0,-0.5423,0
For that price I can think of a few place I would have much rather gone.,0,price think place would much rather gone,0.0,1.0,0.0,0.0,0
The service here is fair at best.,0,service fair best,0.0,0.435,0.565,0.7579,1
"I do love sushi, but I found Kabuki to be over-priced, over-hip and under-services.",0,love sushi found kabuki priced hip service,0.0,0.809,0.191,0.3818,1
Do yourself a favor and stay away from this dish.,0,favor stay away dish,0.0,0.748,0.252,0.4019,1
Very poor service.,0,poor service,0.629,0.371,0.0,-0.5256,0
No one at the table thought the food was above average or worth the wait that we had for it.,0,no one table thought food average worth wait,0.1,0.814,0.086,-0.0772,0
"Best service and food ever, Maria our server was so good and friendly she made our day.",1,best service food ever maria server good friendly made day,0.0,0.551,0.449,0.9082,1
They were excellent.,1,excellent,0.0,0.351,0.649,0.5719,1
I paid the bill but did not tip because I felt the server did a terrible job.,0,paid bill not tip felt server terrible job,0.242,0.758,0.0,-0.631,0
Just had lunch here and had a great experience.,1,lunch great experience,0.0,0.631,0.369,0.6249,1
I have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor.,0,never bland food surprised considering article read focused much spice flavor,0.0,0.816,0.184,0.5423,1
Food is way overpriced and portions are fucking small.,0,food way overpriced portion fucking small,0.0,1.0,0.0,0.0,0
I recently tried Caballero's and I have been back every week since!,1,recently tried caballero back every week since,0.0,1.0,0.0,0.0,0
"for 40 bucks a head, i really expect better food.",0,buck head really expect better food,0.0,0.688,0.312,0.4902,1
The food came out at a good pace.,1,food came good pace,0.0,0.674,0.326,0.4404,1
"I ate there twice on my last visit, and especially enjoyed the salmon salad.",1,ate twice last visit especially enjoyed salmon salad,0.0,0.77,0.23,0.5563,1
I won't be back.,0,not back,0.0,1.0,0.0,0.0,0
We could not believe how dirty the oysters were!,0,could not believe dirty oyster,0.0,0.748,0.252,0.4015,1
This place deserves no stars.,0,place deserves no star,0.355,0.645,0.0,-0.296,0
I would not recommend this place.,0,would not recommend place,0.345,0.655,0.0,-0.2755,0
"In fact I'm going to round up to 4 stars, just because she was so awesome.",1,fact going round star awesome,0.0,0.728,0.272,0.7384,1
"To my disbelief, each dish qualified as the worst version of these foods I have ever tasted.",0,disbelief dish qualified worst version food ever tasted,0.215,0.785,0.0,-0.6249,0
"Bad day or not, I have a very low tolerance for rude customer service people, it is your job to be nice and polite, wash dishes otherwise!!",0,bad day not low tolerance rude customer service people job nice polite wash dish otherwise,0.189,0.582,0.229,-0.1962,0
the potatoes were great and so was the biscuit.,1,potato great biscuit,0.0,0.661,0.339,0.6249,1
I probably would not go here again.,0,probably would not go,0.0,1.0,0.0,0.0,0
So flavorful and has just the perfect amount of heat.,1,flavorful perfect amount heat,0.0,0.709,0.291,0.5719,1
The price is reasonable and the service is great.,1,price reasonable service great,0.0,0.661,0.339,0.6249,1
"The Wife hated her meal (coconut shrimp), and our friends really did not enjoy their meals, either.",0,wife hated meal coconut shrimp friend really not enjoy meal either,0.293,0.579,0.128,-0.6113,0
My fella got the huevos rancheros and they didn't look too appealing.,0,fella got huevos rancheros not look appealing,0.0,1.0,0.0,0.0,0
"Went in for happy hour, great list of wines.",1,went happy hour great list wine,0.0,0.473,0.527,0.8316,1
Some may say this buffet is pricey but I think you get what you pay for and this place you are getting quite a lot!,1,may say buffet pricey think get pay place getting quite lot,0.079,0.921,0.0,-0.2244,0
I probably won't be coming back here.,0,probably not coming back,0.0,1.0,0.0,0.0,0
Worst food/service I've had in a while.,0,worst food service,0.451,0.549,0.0,-0.6249,0
"This place is pretty good, nice little vibe in the restaurant.",1,place pretty good nice little vibe restaurant,0.0,0.473,0.527,0.836,1
Talk about great customer service of course we will be back.,1,talk great customer service course back,0.0,0.709,0.291,0.6249,1
"Hot dishes are not hot, cold dishes are close to room temp.I watched staff prepare food with BARE HANDS, no gloves.Everything is deep fried in oil.",0,hot dish not hot cold dish close room temp watched staff prepare food bare hand no glove everything deep fried oil,0.081,0.919,0.0,-0.296,0
I love their fries and their beans.,1,love fry bean,0.0,0.543,0.457,0.6369,1
Always a pleasure dealing with him.,1,always pleasure dealing,0.0,0.519,0.481,0.5719,1
"They have a plethora of salads and sandwiches, and everything I've tried gets my seal of approval.",1,plethora salad sandwich everything tried get seal approval,0.0,0.829,0.171,0.4767,1
This place is awesome if you want something light and healthy during the summer.,1,place awesome want something light healthy summer,0.0,0.576,0.424,0.7964,1
"For sushi on the Strip, this is the place to go.",1,sushi strip place go,0.0,1.0,0.0,0.0,0
"The service was great, even the manager came and helped with our table.",1,service great even manager came helped table,0.0,0.745,0.255,0.6249,1
The feel of the dining room was more college cooking course than high class dining and the service was slow at best.,0,feel dining room college cooking course high class dining service slow best,0.0,0.833,0.167,0.6369,1
"I started this review with two stars, but I'm editing it to give it only one.",0,started review two star editing give one,0.0,1.0,0.0,0.0,0
this is the worst sushi i have ever eat besides Costco's.,0,worst sushi ever eat besides costco,0.313,0.687,0.0,-0.6249,0
"All in all an excellent restaurant highlighted by great service, a unique menu, and a beautiful setting.",1,excellent restaurant highlighted great service unique menu beautiful setting,0.0,0.506,0.494,0.9136,1
My boyfriend and i sat at the bar and had a completely delightful experience.,1,boyfriend sat bar completely delightful experience,0.0,0.729,0.271,0.624,1
Weird vibe from owners.,0,weird vibe owner,0.362,0.638,0.0,-0.1779,0
There was hardly any meat.,0,hardly meat,0.0,1.0,0.0,0.0,0
I've had better bagels from the grocery store.,0,better bagel grocery store,0.0,0.707,0.293,0.4404,1
Go To Place for Gyros.,1,go place gyro,0.0,1.0,0.0,0.0,0
"I love the owner/chef, his one authentic Japanese cool dude!",1,love owner chef one authentic japanese cool dude,0.0,0.508,0.492,0.7777,1
"Now the burgers aren't as good, the pizza which used to be amazing is doughy and flavorless.",0,burger not good pizza used amazing doughy flavorless,0.113,0.707,0.179,0.3387,1
I found a six inch long piece of wire in my salsa.,0,found six inch long piece wire salsa,0.0,1.0,0.0,0.0,0
"The service was terrible, food was mediocre.",0,service terrible food mediocre,0.341,0.659,0.0,-0.4767,0
We definately enjoyed ourselves.,1,definately enjoyed,0.0,0.476,0.524,0.5106,1
I ordered Albondigas soup - which was just warm - and tasted like tomato soup with frozen meatballs.,0,ordered albondigas soup warm tasted like tomato soup frozen meatball,0.0,0.747,0.253,0.5267,1
"On three different occasions I asked for well done or medium well, and all three times I got the bloodiest piece of meat on my plate.",0,three different occasion asked well done medium well three time got bloodiest piece meat plate,0.0,0.84,0.16,0.4939,1
I had about two bites and refused to eat anymore.,0,two bite refused eat anymore,0.216,0.784,0.0,-0.296,0
The service was extremely slow.,0,service extremely slow,0.0,1.0,0.0,0.0,0
"After 20 minutes wait, I got a table.",0,minute wait got table,0.0,1.0,0.0,0.0,0
Seriously killer hot chai latte.,1,seriously killer hot chai latte,0.667,0.333,0.0,-0.7184,0
"No allergy warnings on the menu, and the waitress had absolutely no clue as to which meals did or did not contain peanuts.",0,no allergy warning menu waitress absolutely no clue meal not contain peanut,0.256,0.744,0.0,-0.7089,0
My boyfriend tried the Mediterranean Chicken Salad and fell in love.,1,boyfriend tried mediterranean chicken salad fell love,0.0,0.704,0.296,0.6369,1
Their rotating beers on tap is also a highlight of this place.,1,rotating beer tap also highlight place,0.0,0.806,0.194,0.34,1
Pricing is a bit of a concern at Mellow Mushroom.,0,pricing bit concern mellow mushroom,0.0,1.0,0.0,0.0,0
Worst Thai ever.,0,worst thai ever,0.672,0.328,0.0,-0.6249,0
If you stay in Vegas you must get breakfast here at least once.,1,stay vega must get breakfast least,0.0,1.0,0.0,0.0,0
I want to first say our server was great and we had perfect service.,1,want first say server great perfect service,0.0,0.524,0.476,0.8442,1
The pizza selections are good.,1,pizza selection good,0.0,0.58,0.42,0.4404,1
"I had strawberry tea, which was good.",1,strawberry tea good,0.0,0.633,0.367,0.4404,1
Highly unprofessional and rude to a loyal patron!,0,highly unprofessional rude loyal patron,0.502,0.281,0.218,-0.6185,0
"Overall, a great experience.",1,overall great experience,0.0,0.328,0.672,0.6249,1
Spend your money elsewhere.,0,spend money elsewhere,0.0,1.0,0.0,0.0,0
Their regular toasted bread was equally satisfying with the occasional pats of butter... Mmmm...!,1,regular toasted bread equally satisfying occasional pat butter mmmm,0.0,0.798,0.202,0.5093,1
The Buffet at Bellagio was far from what I anticipated.,0,buffet bellagio far anticipated,0.0,1.0,0.0,0.0,0
"And the drinks are WEAK, people!",0,drink weak people,0.44,0.56,0.0,-0.6027,0
-My order was not correct.,0,order not correct,0.0,1.0,0.0,0.0,0
"Also, I feel like the chips are bought, not made in house.",0,also feel like chip bought not made house,0.0,0.8,0.2,0.3612,1
After the disappointing dinner we went elsewhere for dessert.,0,disappointing dinner went elsewhere dessert,0.286,0.714,0.0,-0.4939,0
The chips and sals a here is amazing!!!!!!!!!!!!!!!!!!!,1,chip sals amazing,0.0,1.0,0.0,0.0,0
We won't be returning.,0,not returning,0.0,1.0,0.0,0.0,0
This is my new fav Vegas buffet spot.,1,new fav vega buffet spot,0.0,0.7,0.3,0.4588,1
I seriously cannot believe that the owner has so many unexperienced employees that all are running around like chickens with their heads cut off.,0,seriously not believe owner many unexperienced employee running around like chicken head cut,0.144,0.76,0.095,-0.0772,0
"Very, very sad.",0,sad,0.647,0.353,0.0,-0.5678,0
"i felt insulted and disrespected, how could you talk and judge another human being like that?",0,felt insulted disrespected could talk judge another human like,0.303,0.577,0.12,-0.5859,0
"How can you call yourself a steakhouse if you can't properly cook a steak, I don't understand!",0,call steakhouse not properly cook steak not understand,0.0,1.0,0.0,0.0,0
I'm not impressed with the concept or the food.,0,not impressed concept food,0.242,0.758,0.0,-0.3724,0
The only thing I wasn't too crazy about was their guacamole as I don't like it puréed.,0,thing not crazy guacamole not like puréed,0.123,0.758,0.119,-0.0191,0
"There is really nothing for me at postinos, hope your experience is better",0,really nothing postinos hope experience better,0.0,0.655,0.345,0.7003,1
I got food poisoning here at the buffet.,0,got food poisoning buffet,0.388,0.612,0.0,-0.5859,0
They brought a fresh batch of fries and I was thinking yay something warm but no!,0,brought fresh batch fry thinking yay something warm no,0.152,0.544,0.304,0.2003,1
"What SHOULD have been a hilarious, yummy Christmas Eve dinner to remember was the biggest fail of the entire trip for us.",0,hilarious yummy christmas eve dinner remember biggest fail entire trip u,0.127,0.652,0.221,0.3818,1
"Needless to say, I won't be going back anytime soon.",0,needless say not going back anytime soon,0.0,1.0,0.0,0.0,0
This place is disgusting!,0,place disgusting,0.552,0.448,0.0,-0.5707,0
"Every time I eat here, I see caring teamwork to a professional degree.",1,every time eat see caring teamwork professional degree,0.0,0.738,0.262,0.4939,1
The RI style calamari was a joke.,0,ri style calamari joke,0.0,0.694,0.306,0.296,1
"However, there was so much garlic in the fondue, it was barely edible.",0,however much garlic fondue barely edible,0.0,1.0,0.0,0.0,0
"I could barely stomach the meal, but didn't complain because it was a business lunch.",0,could barely stomach meal not complain business lunch,0.0,0.818,0.182,0.395,1
"It was so bad, I had lost the heart to finish it.",0,bad lost heart finish,0.439,0.561,0.0,-0.7938,0
It also took her forever to bring us the check when we asked for it.,0,also took forever bring u check asked,0.0,1.0,0.0,0.0,0
We aren't ones to make a scene at restaurants but I just don't get it...definitely lost the love after this one!,0,not one make scene restaurant not get definitely lost love one,0.0,0.666,0.334,0.8603,1
Disappointing experience.,0,disappointing experience,0.762,0.238,0.0,-0.4939,0
"The food is about on par with Denny's, which is to say, not good at all.",0,food par denny say not good,0.138,0.862,0.0,-0.3412,0
"If you want to wait for mediocre food and downright terrible service, then this is the place for you.",0,want wait mediocre food downright terrible service place,0.145,0.794,0.061,-0.4215,0
WAAAAAAyyyyyyyyyy over rated is all I am saying.,0,waaaaaayyyyyyyyyy rated saying,0.0,1.0,0.0,0.0,0
We won't be going back.,0,not going back,0.0,1.0,0.0,0.0,0
The place was fairly clean but the food simply wasn't worth it.,0,place fairly clean food simply not worth,0.144,0.722,0.134,-0.0384,0
This place lacked style!!,0,place lacked style,0.0,1.0,0.0,0.0,0
"The sangria was about half of a glass wine full and was $12, ridiculous.",0,sangria half glass wine full ridiculous,0.172,0.828,0.0,-0.3612,0
Don't bother coming here.,0,not bother coming,0.0,0.596,0.404,0.2584,1
"The meat was pretty dry, I had the sliced brisket and pulled pork.",0,meat pretty dry sliced brisket pulled pork,0.0,0.775,0.225,0.4939,1
"The building itself seems pretty neat, the bathroom is pretty trippy, but I wouldn't eat here again.",0,building seems pretty neat bathroom pretty trippy would not eat,0.0,0.677,0.323,0.6369,1
It was equally awful.,0,equally awful,0.5,0.5,0.0,-0.4588,0
Probably not in a hurry to go back.,0,probably not hurry go back,0.0,1.0,0.0,0.0,0
very slow at seating even with reservation.,0,slow seating even reservation,0.0,1.0,0.0,0.0,0
Not good by any stretch of the imagination.,0,not good stretch imagination,0.256,0.744,0.0,-0.3412,0
The cashew cream sauce was bland and the vegetables were undercooked.,0,cashew cream sauce bland vegetable undercooked,0.0,1.0,0.0,0.0,0
"The chipolte ranch dipping sause was tasteless, seemed thin and watered down with no heat.",0,chipolte ranch dipping sause tasteless seemed thin watered no heat,0.136,0.864,0.0,-0.296,0
"It was a bit too sweet, not really spicy enough, and lacked flavor.",0,bit sweet not really spicy enough lacked flavor,0.0,0.786,0.214,0.4588,1
I was VERY disappointed!!,0,disappointed,0.702,0.298,0.0,-0.6917,0
This place is horrible and way overpriced.,0,place horrible way overpriced,0.368,0.632,0.0,-0.5423,0
"Maybe it's just their Vegetarian fare, but I've been twice and I thought it was average at best.",0,maybe vegetarian fare twice thought average best,0.0,0.734,0.266,0.7783,1
It wasn't busy at all and now we know why.,0,not busy know,0.0,1.0,0.0,0.0,0
The tables outside are also dirty a lot of the time and the workers are not always friendly and helpful with the menu.,0,table outside also dirty lot time worker not always friendly helpful menu,0.202,0.695,0.102,-0.4075,0
"The ambiance here did not feel like a buffet setting, but more of a douchey indoor garden for tea and biscuits.",0,ambiance not feel like buffet setting douchey indoor garden tea biscuit,0.08,0.92,0.0,-0.1419,0
Con: spotty service.,0,con spotty service,0.0,1.0,0.0,0.0,0
"The fries were not hot, and neither was my burger.",0,fry not hot neither burger,0.0,1.0,0.0,0.0,0
But then they came back cold.,0,came back cold,0.0,1.0,0.0,0.0,0
"Then our food came out, disappointment ensued.",0,food came disappointment ensued,0.355,0.645,0.0,-0.5106,0
The real disappointment was our waiter.,0,real disappointment waiter,0.398,0.602,0.0,-0.5106,0
My husband said she was very rude... did not even apologize for the bad food or anything.,0,husband said rude not even apologize bad food anything,0.242,0.758,0.0,-0.5853,0
The only reason to eat here would be to fill up before a night of binge drinking just to get some carbs in your stomach.,0,reason eat would fill night binge drinking get carbs stomach,0.0,1.0,0.0,0.0,0
"Insults, profound deuchebaggery, and had to go outside for a smoke break while serving just to solidify it.",0,insult profound deuchebaggery go outside smoke break serving solidify,0.149,0.851,0.0,-0.4215,0
If someone orders two tacos don't' you think it may be part of customer service to ask if it is combo or ala cart?,0,someone order two taco not think may part customer service ask combo ala cart,0.0,1.0,0.0,0.0,0
She was quite disappointed although some blame needs to be placed at her door.,0,quite disappointed although blame need placed door,0.326,0.674,0.0,-0.6997,0
After all the rave reviews I couldn't wait to eat here......what a disappointment!,0,rave review could not wait eat disappointment,0.264,0.736,0.0,-0.5562,0
Del Taco is pretty nasty and should be avoided if possible.,0,del taco pretty nasty avoided possible,0.349,0.465,0.186,-0.4215,0
It's NOT hard to make a decent hamburger.,0,not hard make decent hamburger,0.0,0.822,0.178,0.0762,1
But I don't like it.,0,not like,0.47,0.53,0.0,-0.395,0
Hell no will I go back,0,hell no go back,0.694,0.306,0.0,-0.7783,0
We've have gotten a much better service from the pizza place next door than the services we received from this restaurant.,0,gotten much better service pizza place next door service received restaurant,0.0,0.868,0.132,0.4404,1
"I don't know what the big deal is about this place, but I won't be back ""ya'all"".",0,not know big deal place not back ya,0.0,1.0,0.0,0.0,0
I immediately said I wanted to talk to the manager but I did not want to talk to the guy who was doing shots of fireball behind the bar.,0,immediately said wanted talk manager not want talk guy shot fireball behind bar,0.051,0.949,0.0,-0.0857,0
The ambiance isn't much better.,0,ambiance not much better,0.376,0.624,0.0,-0.3412,0
"Unfortunately, it only set us up for disapppointment with our entrees.",0,unfortunately set u disapppointment entree,0.194,0.806,0.0,-0.34,0
The food wasn't good.,0,food not good,0.445,0.555,0.0,-0.3412,0
"Your servers suck, wait, correction, our server Heimer sucked.",0,server suck wait correction server heimer sucked,0.457,0.543,0.0,-0.7096,0
What happened next was pretty....off putting.,0,happened next pretty putting,0.0,1.0,0.0,0.0,0
"too bad cause I know it's family owned, I really wanted to like this place.",0,bad cause know family owned really wanted like place,0.203,0.637,0.16,-0.1868,0
Overpriced for what you are getting.,0,overpriced getting,0.0,1.0,0.0,0.0,0
I vomited in the bathroom mid lunch.,0,vomited bathroom mid lunch,0.0,1.0,0.0,0.0,0
"I kept looking at the time and it had soon become 35 minutes, yet still no food.",0,kept looking time soon become minute yet still no food,0.128,0.872,0.0,-0.296,0
"I have been to very few places to eat that under no circumstances would I ever return to, and this tops the list.",0,place eat no circumstance would ever return top list,0.088,0.758,0.155,0.397,1
We started with the tuna sashimi which was brownish in color and obviously wasn't fresh.,0,started tuna sashimi brownish color obviously not fresh,0.123,0.877,0.0,-0.2411,0
Food was below average.,0,food average,0.0,1.0,0.0,0.0,0
It sure does beat the nachos at the movies but I would expect a little bit more coming from a restaurant.,0,sure beat nacho movie would expect little bit coming restaurant,0.0,0.912,0.088,0.1655,1
"All in all, Ha Long Bay was a bit of a flop.",0,ha long bay bit flop,0.187,0.625,0.187,0.0,0
The problem I have is that they charge $11.99 for a sandwich that is no bigger than a Subway sub (which offers better and more amount of vegetables).,0,problem charge sandwich no bigger subway sub offer better amount vegetable,0.164,0.738,0.097,-0.25,0
Shrimp- When I unwrapped it (I live only 1/2 a mile from Brushfire) it was literally ice cold.,0,shrimp unwrapped live mile brushfire literally ice cold,0.0,1.0,0.0,0.0,0
"It lacked flavor, seemed undercooked, and dry.",0,lacked flavor seemed undercooked dry,0.0,1.0,0.0,0.0,0
It really is impressive that the place hasn't closed down.,0,really impressive place not closed,0.0,0.716,0.284,0.5542,1
I would avoid this place if you are staying in the Mirage.,0,would avoid place staying mirage,0.18,0.82,0.0,-0.296,0
The refried beans that came with my meal were dried out and crusty and the food was bland.,0,refried bean came meal dried crusty food bland,0.0,1.0,0.0,0.0,0
Spend your money and time some place else.,0,spend money time place else,0.0,1.0,0.0,0.0,0
A lady at the table next to us found a live green caterpillar In her salad.,0,lady table next u found live green caterpillar salad,0.0,1.0,0.0,0.0,0
the presentation of the food was awful.,0,presentation food awful,0.333,0.667,0.0,-0.4588,0
I can't tell you how disappointed I was.,0,not tell disappointed,0.383,0.617,0.0,-0.4767,0
I think food should have flavor and texture and both were lacking.,0,think food flavor texture lacking,0.0,1.0,0.0,0.0,0
Appetite instantly gone.,0,appetite instantly gone,0.0,1.0,0.0,0.0,0
Overall I was not impressed and would not go back.,0,overall not impressed would not go back,0.242,0.758,0.0,-0.3724,0
"The whole experience was underwhelming, and I think we'll just go to Ninja Sushi next time.",0,whole experience underwhelming think go ninja sushi next time,0.0,1.0,0.0,0.0,0
"Then, as if I hadn't wasted enough of my life there, they poured salt in the wound by drawing out the time it took to bring the check.",0,not wasted enough life poured salt wound drawing time took bring check,0.0,0.908,0.092,0.3875,1
